!TRNS	TRNSID	TRNSTYPE	DATE	ACCNT	NAME	AMOUNT	DOCNUM	MEMO	NAMEISTAXABLE	ADDR1	ADDR2	ADDR3	ADDR4	DUEDATE	TERMS	PAID
!SPL	SPLID	TRNSTYPE	DATE	ACCNT	NAME	AMOUNT	DOCNUM	MEMO	PRICE	INVITEM	PAYMETH	TAXABLE	VALADJ	TAXCODE	TAXAMOUNT	TAXITEM
!ENDTRNS																
TRNS	1012	TAX INVOICE	02/28/13	Accounts Receivable	"Real Estate Institute of Tasmania"	0.00	9900259022813	9900259						03/28/13		
SPL	1013	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1014	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1016	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Federation of AIDS Organisatio"	211.49	9900260022813	9900260						03/28/13		
SPL	1017	TAX INVOICE	02/28/13	Conferencing		-192.26			192.26	Conferencing		Y		GST	-19.23	GST
SPL	1018	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1020	TAX INVOICE	02/28/13	Accounts Receivable	"National Catholic Education Commission"	185.88	9900261022813	9900261						03/28/13		
SPL	1021	TAX INVOICE	02/28/13	Conferencing		-168.98			168.98	Conferencing		Y		GST	-16.90	GST
SPL	1022	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1024	TAX INVOICE	02/28/13	Accounts Receivable	"Community Accommodation and Respite Agenc"	36.54	9900262022813	9900262						03/28/13		
SPL	1025	TAX INVOICE	02/28/13	Conferencing		-33.22			33.22	Conferencing		Y		GST	-3.32	GST
SPL	1026	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1028	TAX INVOICE	02/28/13	Accounts Receivable	"Pharmacy Guild of Australia"	2677.93	9900263022813	9900263						03/28/13		
SPL	1029	TAX INVOICE	02/28/13	Conferencing		-2129.48			2129.48	Conferencing		Y		GST	-212.95	GST
SPL	1030	TAX INVOICE	02/28/13	Other Income		-305.00			305.00	Other Income		Y		GST	-30.50	GST
ENDTRNS																
TRNS	1032	TAX INVOICE	02/28/13	Accounts Receivable	"Building Designers Association of Queensl"	0.00	9900264022813	9900264						03/28/13		
SPL	1033	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1034	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1036	TAX INVOICE	02/28/13	Accounts Receivable	"Premium Funding Pty Ltd"	293.70	9900265022813	9900265						03/28/13		
SPL	1037	TAX INVOICE	02/28/13	Conferencing		-267.00			267.00	Conferencing		Y		GST	-26.70	GST
SPL	1038	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1040	TAX INVOICE	02/28/13	Accounts Receivable	"Barnardos"	119.67	9900266022813	9900266						03/28/13		
SPL	1041	TAX INVOICE	02/28/13	Conferencing		-108.79			108.79	Conferencing		Y		GST	-10.88	GST
SPL	1042	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1044	TAX INVOICE	02/28/13	Accounts Receivable	"Taylor Collison Limited"	0.00	9900267022813	9900267						03/28/13		
SPL	1045	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1046	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1048	TAX INVOICE	02/28/13	Accounts Receivable	"Pharmacy Guild of Australia - ACT Branch"	0.00	9900268022813	9900268						03/28/13		
SPL	1049	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1050	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1052	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Booksellers Association"	0.00	9900269022813	9900269						03/28/13		
SPL	1053	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1054	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1056	TAX INVOICE	02/28/13	Accounts Receivable	"NSW Parents Council"	36.29	9900270022813	9900270						03/28/13		
SPL	1057	TAX INVOICE	02/28/13	Conferencing		-32.99			32.99	Conferencing		Y		GST	-3.30	GST
SPL	1058	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1060	TAX INVOICE	02/28/13	Accounts Receivable	"Queensland Resources Council"	0.00	9900271022813	9900271						03/28/13		
SPL	1061	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1062	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1064	TAX INVOICE	02/28/13	Accounts Receivable	"Executive Assistant Network "	0.00	9900272022813	9900272						03/28/13		
SPL	1065	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1066	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1068	TAX INVOICE	02/28/13	Accounts Receivable	"Consulting Surveyors National"	1378.85	9900273022813	9900273						03/28/13		
SPL	1069	TAX INVOICE	02/28/13	Conferencing		-1238.50			1238.50	Conferencing		Y		GST	-123.85	GST
SPL	1070	TAX INVOICE	02/28/13	Other Income		-15.00			15.00	Other Income		Y		GST	-1.50	GST
ENDTRNS																
TRNS	1072	TAX INVOICE	02/28/13	Accounts Receivable	"Pharmacy Guild of Australia - Victorian B"	198.53	9900274022813	9900274						03/28/13		
SPL	1073	TAX INVOICE	02/28/13	Conferencing		-165.48			165.48	Conferencing		Y		GST	-16.55	GST
SPL	1074	TAX INVOICE	02/28/13	Other Income		-15.00			15.00	Other Income		Y		GST	-1.50	GST
ENDTRNS																
TRNS	1076	TAX INVOICE	02/28/13	Accounts Receivable	"NSW Central West Division of GP"	0.00	9900275022813	9900275						03/28/13		
SPL	1077	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1078	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1080	TAX INVOICE	02/28/13	Accounts Receivable	"Servcorp"	0.00	9900276022813	9900276						03/28/13		
SPL	1081	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1082	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1084	TAX INVOICE	02/28/13	Accounts Receivable	"Financial Review Business Intelligence"	0.00	9900277022813	9900277						03/28/13		
SPL	1085	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1086	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1088	TAX INVOICE	02/28/13	Accounts Receivable	"Pharmaild of Australia - Tas DO NOT USE"	0.00	9900278022813	9900278						03/28/13		
SPL	1089	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1090	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1092	TAX INVOICE	02/28/13	Accounts Receivable	"Pharmacy Guild of Australia - Mirixa"	0.00	9900279022813	9900279						03/28/13		
SPL	1093	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1094	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1096	TAX INVOICE	02/28/13	Accounts Receivable	"Cystic Fibrosis WA"	122.20	9900280022813	9900280						03/28/13		
SPL	1097	TAX INVOICE	02/28/13	Conferencing		-111.09			111.09	Conferencing		Y		GST	-11.11	GST
SPL	1098	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1100	TAX INVOICE	02/28/13	Accounts Receivable	"Minerals Council of Australia"	2984.47	9900281022813	9900281						03/28/13		
SPL	1101	TAX INVOICE	02/28/13	Conferencing		-2708.15			2708.15	Conferencing		Y		GST	-270.82	GST
SPL	1102	TAX INVOICE	02/28/13	Other Income		-5.00			5.00	Other Income		Y		GST	-0.50	GST
ENDTRNS																
TRNS	1104	TAX INVOICE	02/28/13	Accounts Receivable	"Wikimedia Australia Inc."	0.00	9900282022813	9900282						03/28/13		
SPL	1105	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1106	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1108	TAX INVOICE	02/28/13	Accounts Receivable	"Splendid Communications"	0.00	9900283022813	9900283						03/28/13		
SPL	1109	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1110	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1112	TAX INVOICE	02/28/13	Accounts Receivable	"Paramount Training"	114.40	9900284022813	9900284						03/28/13		
SPL	1113	TAX INVOICE	02/28/13	Conferencing		-104.00			104.00	Conferencing		Y		GST	-10.40	GST
SPL	1114	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1116	TAX INVOICE	02/28/13	Accounts Receivable	"The George Institute"	0.00	9900285022813	9900285						03/28/13		
SPL	1117	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1118	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1120	TAX INVOICE	02/28/13	Accounts Receivable	"LBW & Partners"	0.00	9900286022813	9900286						03/28/13		
SPL	1121	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1122	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1124	TAX INVOICE	02/28/13	Accounts Receivable	"Sunrise Christian School"	0.00	9900287022813	9900287						03/28/13		
SPL	1125	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1126	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1128	TAX INVOICE	02/28/13	Accounts Receivable	"Alpine Shire Council"	0.00	9900288022813	9900288						03/28/13		
SPL	1129	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1130	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1132	TAX INVOICE	02/28/13	Accounts Receivable	"Childcare Associations Australia"	0.00	9900289022813	9900289						03/28/13		
SPL	1133	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1134	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1136	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Diabetes Educators Association"	744.38	9900290022813	9900290						03/28/13		
SPL	1137	TAX INVOICE	02/28/13	Conferencing		-676.71			676.71	Conferencing		Y		GST	-67.67	GST
SPL	1138	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1140	TAX INVOICE	02/28/13	Accounts Receivable	"Pharmacy Guild of Australia - WA Branch"	37.40	9900291022813	9900291						03/28/13		
SPL	1141	TAX INVOICE	02/28/13	Conferencing		-34.00			34.00	Conferencing		Y		GST	-3.40	GST
SPL	1142	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1144	TAX INVOICE	02/28/13	Accounts Receivable	"Australasian Trauma Society "	0.00	9900292022813	9900292						03/28/13		
SPL	1145	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1146	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1148	TAX INVOICE	02/28/13	Accounts Receivable	"Great Southern GP Network"	0.00	9900293022813	9900293						03/28/13		
SPL	1149	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1150	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1152	TAX INVOICE	02/28/13	Accounts Receivable	"AFAP"	0.00	9900294022813	9900294						03/28/13		
SPL	1153	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1154	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1156	TAX INVOICE	02/28/13	Accounts Receivable	"Laerdal Pty Ltd"	383.11	9900295022813	9900295						03/28/13		
SPL	1157	TAX INVOICE	02/28/13	Conferencing		-348.28			348.28	Conferencing		Y		GST	-34.83	GST
SPL	1158	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1160	TAX INVOICE	02/28/13	Accounts Receivable	"Catholic Secondary Principals Association"	0.00	9900296022813	9900296						03/28/13		
SPL	1161	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1162	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1164	TAX INVOICE	02/28/13	Accounts Receivable	"RPM Training"	0.00	9900297022813	9900297						03/28/13		
SPL	1165	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1166	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1168	TAX INVOICE	02/28/13	Accounts Receivable	"Rural Doctors Association of Australia"	56.38	9900298022813	9900298						03/28/13		
SPL	1169	TAX INVOICE	02/28/13	Conferencing		-36.25			36.25	Conferencing		Y		GST	-3.63	GST
SPL	1170	TAX INVOICE	02/28/13	Other Income		-15.00			15.00	Other Income		Y		GST	-1.50	GST
ENDTRNS																
TRNS	1172	TAX INVOICE	02/28/13	Accounts Receivable	"Global Learning"	0.00	9900299022813	9900299						03/28/13		
SPL	1173	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1174	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1176	TAX INVOICE	02/28/13	Accounts Receivable	"Australasian Research Management Society"	64.23	9900300022813	9900300						03/28/13		
SPL	1177	TAX INVOICE	02/28/13	Conferencing		-58.39			58.39	Conferencing		Y		GST	-5.84	GST
SPL	1178	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1180	TAX INVOICE	02/28/13	Accounts Receivable	"Nepean Division of GP"	0.00	9900301022813	9900301						03/28/13		
SPL	1181	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1182	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1184	TAX INVOICE	02/28/13	Accounts Receivable	"Australian and New Zealand Society of Pal"	280.76	9900302022813	9900302						03/28/13		
SPL	1185	TAX INVOICE	02/28/13	Conferencing		-240.24			240.24	Conferencing		Y		GST	-24.02	GST
SPL	1186	TAX INVOICE	02/28/13	Other Income		-15.00			15.00	Other Income		Y		GST	-1.50	GST
ENDTRNS																
TRNS	1188	TAX INVOICE	02/28/13	Accounts Receivable	"Acidgreen"	0.00	9900303022813	9900303						03/28/13		
SPL	1189	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1190	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1192	TAX INVOICE	02/28/13	Accounts Receivable	"Risk Management Association"	196.65	9900304022813	9900304						03/28/13		
SPL	1193	TAX INVOICE	02/28/13	Conferencing		-178.77			178.77	Conferencing		Y		GST	-17.88	GST
SPL	1194	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1196	TAX INVOICE	02/28/13	Accounts Receivable	"Pharmacy Guild - South Australia Branch"	1233.02	9900305022813	9900305						03/28/13		
SPL	1197	TAX INVOICE	02/28/13	Conferencing		-105.93			105.93	Conferencing		Y		GST	-10.59	GST
SPL	1198	TAX INVOICE	02/28/13	Other Income		-1015.00			1015.00	Other Income		Y		GST	-101.50	GST
ENDTRNS																
TRNS	1200	TAX INVOICE	02/28/13	Accounts Receivable	"Metro North Brisbane Medicare Local"	251.59	9900306022813	9900306						03/28/13		
SPL	1201	TAX INVOICE	02/28/13	Conferencing		-228.72			228.72	Conferencing		Y		GST	-22.87	GST
SPL	1202	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1204	TAX INVOICE	02/28/13	Accounts Receivable	"Cancer Council Australia"	1145.30	9900307022813	9900307						03/28/13		
SPL	1205	TAX INVOICE	02/28/13	Conferencing		-1026.18			1026.18	Conferencing		Y		GST	-102.62	GST
SPL	1206	TAX INVOICE	02/28/13	Other Income		-15.00			15.00	Other Income		Y		GST	-1.50	GST
ENDTRNS																
TRNS	1208	TAX INVOICE	02/28/13	Accounts Receivable	"Clinical Oncological Society of Australia"	603.21	9900308022813	9900308						03/28/13		
SPL	1209	TAX INVOICE	02/28/13	Conferencing		-548.37			548.37	Conferencing		Y		GST	-54.84	GST
SPL	1210	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1212	TAX INVOICE	02/28/13	Accounts Receivable	"Suna Communications"	0.00	9900309022813	9900309						03/28/13		
SPL	1213	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1214	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1216	TAX INVOICE	02/28/13	Accounts Receivable	"Cystic Fibrosis Queensland"	0.00	9900310022813	9900310						03/28/13		
SPL	1217	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1218	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1220	TAX INVOICE	02/28/13	Accounts Receivable	"Chugg Entertainment"	0.00	9900311022813	9900311						03/28/13		
SPL	1221	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1222	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1224	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Institute of International Aff"	152.17	9900312022813	9900312						03/28/13		
SPL	1225	TAX INVOICE	02/28/13	Conferencing		-138.34			138.34	Conferencing		Y		GST	-13.83	GST
SPL	1226	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1228	TAX INVOICE	02/28/13	Accounts Receivable	"autism"	83.05	9900313022813	9900313						03/28/13		
SPL	1229	TAX INVOICE	02/28/13	Conferencing		-75.50			75.50	Conferencing		Y		GST	-7.55	GST
SPL	1230	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1232	TAX INVOICE	02/28/13	Accounts Receivable	"Association of Independent Schools of NSW"	0.00	9900314022813	9900314						03/28/13		
SPL	1233	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1234	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1236	TAX INVOICE	02/28/13	Accounts Receivable	"Sydney Women's Network"	0.00	9900315022813	9900315						03/28/13		
SPL	1237	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1238	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1240	TAX INVOICE	02/28/13	Accounts Receivable	"The George Institute (AUSCR)"	0.00	9900316022813	9900316						03/28/13		
SPL	1241	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1242	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1244	TAX INVOICE	02/28/13	Accounts Receivable	"Pharmacy Guild of Australia - NT Branch"	56.23	9900317022813	9900317						03/28/13		
SPL	1245	TAX INVOICE	02/28/13	Conferencing		-51.12			51.12	Conferencing		Y		GST	-5.11	GST
SPL	1246	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1248	TAX INVOICE	02/28/13	Accounts Receivable	"Privi Marketing"	0.00	9900318022813	9900318						03/28/13		
SPL	1249	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1250	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1252	TAX INVOICE	02/28/13	Accounts Receivable	"Career Development Association of Austral"	631.55	9900319022813	9900319						03/28/13		
SPL	1253	TAX INVOICE	02/28/13	Conferencing		-574.14			574.14	Conferencing		Y		GST	-57.41	GST
SPL	1254	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1256	TAX INVOICE	02/28/13	Accounts Receivable	"Girl Guides Tasmania"	0.00	9900320022813	9900320						03/28/13		
SPL	1257	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1258	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1260	TAX INVOICE	02/28/13	Accounts Receivable	"Snowy Hydro SouthCare"	0.00	9900321022813	9900321						03/28/13		
SPL	1261	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	1262	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1264	TAX INVOICE	02/28/13	Accounts Receivable	"Baptist Care Australia"	111.05	9900322022813	9900322						03/28/13		
SPL	1265	TAX INVOICE	02/28/13	Conferencing		-100.95			100.95	Conferencing		Y		GST	-10.10	GST
SPL	1266	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	1268	TAX INVOICE	02/28/13	Accounts Receivable	"Yachting Australia"	349.21	9900324022813	9900324						03/28/13		
SPL	1269	TAX INVOICE	02/28/13	Conferencing		-317.46			317.46	Conferencing		Y		GST	-31.75	GST
